Student ID,student_name,gender,grade,school_name,reading_score,math_score
24189,Angela Anderson,F,9th,Pena High School,81,87
25085,Justin Garcia,M,9th,Wright High School,81,87
25146,Keith Jones,M,9th,Wright High School,81,87
25305,Steven Perez,M,11th,Wright High School,81,87
26536,Kevin Gonzalez,M,11th,Rodriguez High School,81,87
28349,Lucas Jackson,M,10th,Rodriguez High School,81,87
29110,Stephanie Coleman,F,9th,Rodriguez High School,81,87
29335,Shawn Smith,M,12th,Rodriguez High School,81,87
32136,Scott Hernandez,M,12th,Johnson High School,81,87
35721,Michael Miller PhD,M,9th,Ford High School,81,87
948,Christine Guzman,F,9th,Huang High School,80,87
1272,Brenda Carrillo,F,11th,Huang High School,80,87
4923,Joshua Floyd,M,9th,Figueroa High School,80,87
5246,Jacob Jackson,M,10th,Figueroa High School,80,87
6268,Elizabeth Meza,F,10th,Shelton High School,80,87
7565,Daniel Stanley,M,10th,Shelton High School,80,87
8594,Benjamin Morris,M,10th,Hernandez High School,80,87
10191,Sara Martin,F,12th,Hernandez High School,80,87
15320,Yvonne Smith,F,9th,Wilson High School,80,87
20225,Dr. Mary Schwartz,F,9th,Bailey High School,80,87
21413,David Booker,M,10th,Bailey High School,80,87
21605,Mary Eaton,F,9th,Bailey High School,80,87
24291,Kayla Torres DVM,F,11th,Wright High School,80,87
24997,Lindsey Duke,F,10th,Wright High School,80,87
25998,Charles Preston,M,11th,Wright High School,80,87
27014,Kathleen Ho,F,11th,Rodriguez High School,80,87
28396,Austin Evans,M,12th,Rodriguez High School,80,87
28924,Kimberly Vargas,F,9th,Rodriguez High School,80,87
29008,Katherine Hughes,F,10th,Rodriguez High School,80,87
29884,Gail Pearson,F,11th,Rodriguez High School,80,87
30776,Paul Mills,M,12th,Johnson High School,80,87
31434,Juan Carr,M,10th,Johnson High School,80,87
33543,George Hahn,M,9th,Johnson High School,80,87
33938,Shannon Hunt,F,10th,Johnson High School,80,87
34037,Michael Martin DDS,M,9th,Johnson High School,80,87
34392,Shannon Lee,F,12th,Johnson High School,80,87
34552,Wendy Nielsen,F,11th,Johnson High School,80,87
37742,Jack Wiley,M,9th,Thomas High School,80,87
38525,Angela Thompson,F,10th,Thomas High School,80,87
594,Victor Rivera,M,11th,Huang High School,79,87
4245,Tracy Allen,F,11th,Figueroa High School,79,87
6432,Tamara Watts,F,9th,Shelton High School,79,87
6570,Sabrina Bullock,F,11th,Shelton High School,79,87
6814,Megan Perez,F,10th,Shelton High School,79,87
7505,Gregory Hampton,M,9th,Shelton High School,79,87
8774,Debra Taylor,F,9th,Hernandez High School,79,87
9515,Heather Mcdowell,F,12th,Hernandez High School,79,87
10162,Grant Gardner,M,12th,Hernandez High School,79,87
10799,Spencer Taylor,M,9th,Hernandez High School,79,87
10938,Nicole Thornton,F,12th,Hernandez High School,79,87
14376,Brandon Vasquez,M,9th,Wilson High School,79,87
15019,James Dean,M,9th,Wilson High School,79,87
15227,Rodney Novak,M,10th,Wilson High School,79,87
15996,Gina King,F,9th,Wilson High School,79,87
17094,Gregory Montgomery,M,9th,Cabrera High School,79,87
18290,Steven Jackson,M,11th,Bailey High School,79,87
18848,Elizabeth Ramirez,F,12th,Bailey High School,79,87
19134,Phillip Washington,M,9th,Bailey High School,79,87
20252,Mallory Chen,F,9th,Bailey High School,79,87
20311,Christopher Khan,M,10th,Bailey High School,79,87
22676,Michael Williams,M,12th,Bailey High School,79,87
22981,Amy Johnson,F,9th,Holden High School,79,87
24373,David Hart,M,10th,Wright High School,79,87
25833,Marcus Butler,M,10th,Wright High School,79,87
29786,Mackenzie Fernandez,F,11th,Rodriguez High School,79,87
29968,Matthew Tucker,M,12th,Rodriguez High School,79,87
30291,Brandon Alvarez,M,11th,Johnson High School,79,87
30891,Connor Marshall,M,11th,Johnson High School,79,87
38777,Robert Coleman,M,12th,Thomas High School,79,87
1886,Shawn French,M,11th,Huang High School,78,87
2994,Terry Santos,M,12th,Figueroa High School,78,87
7255,Cheyenne Baker,F,9th,Shelton High School,78,87
8851,Joseph Hunter,M,9th,Hernandez High School,78,87
9174,Peggy Farmer,F,9th,Hernandez High School,78,87
13540,Mario Thomas,M,9th,Griffin High School,78,87
14940,Mary Carey,F,9th,Wilson High School,78,87
15954,Wyatt Roberts,M,9th,Wilson High School,78,87
17607,Patrick Perry,M,12th,Cabrera High School,78,87
19483,Emily Little,F,11th,Bailey High School,78,87
19549,Karen Vance,F,10th,Bailey High School,78,87
21179,Sheri Fletcher,F,12th,Bailey High School,78,87
21561,Nicole Chavez,F,12th,Bailey High School,78,87
21562,David Hoffman,M,10th,Bailey High School,78,87
21912,Justin Richmond,M,12th,Bailey High School,78,87
22256,Clayton Ramirez,M,10th,Bailey High School,78,87
23595,Traci Green,F,11th,Pena High School,78,87
23870,Kristin Williams,F,12th,Pena High School,78,87
24184,Jennifer Gonzales,F,10th,Pena High School,78,87
25805,Robert Smith,M,10th,Wright High School,78,87
27608,Dana Mills,F,12th,Rodriguez High School,78,87
28668,Stacey Holmes,F,10th,Rodriguez High School,78,87
31281,Thomas Thomas,M,11th,Johnson High School,78,87
31509,Jamie Shelton,M,9th,Johnson High School,78,87
35556,Andrew Mendoza,M,11th,Ford High School,78,87
35570,Mr. Vincent Reed,M,11th,Ford High School,78,87
36363,James Moore,M,9th,Ford High School,78,87
38017,Matthew Rodriguez,M,9th,Thomas High School,78,87
432,Emily Cardenas MD,F,10th,Huang High School,77,87
842,Jon Espinoza,M,10th,Huang High School,77,87
2996,Rachel Campbell,F,9th,Figueroa High School,77,87
4328,Stephanie Johnston,F,9th,Figueroa High School,77,87
4998,Michael Marshall,M,9th,Figueroa High School,77,87
5312,Briana Mitchell,F,11th,Figueroa High School,77,87
6438,Kimberly Carter,F,10th,Shelton High School,77,87
7102,Matthew Chase,M,11th,Shelton High School,77,87
9166,Natasha Benson,F,9th,Hernandez High School,77,87
9455,Brandon Rodriguez,M,11th,Hernandez High School,77,87
13701,Michael Jones,M,11th,Griffin High School,77,87
14157,Timothy Brown,M,11th,Wilson High School,77,87
14725,Sarah Hoffman,F,11th,Wilson High School,77,87
14849,Jamie Moore,F,11th,Wilson High School,77,87
15801,Eric Molina,M,9th,Wilson High School,77,87
16492,Elijah Taylor,M,9th,Cabrera High School,77,87
16829,Christine Richardson,F,10th,Cabrera High School,77,87
18016,James Ferrell,M,9th,Bailey High School,77,87
18262,Cathy Mercado,F,9th,Bailey High School,77,87
21381,Vanessa Larsen,F,10th,Bailey High School,77,87
22624,Kathleen Knox,F,9th,Bailey High School,77,87
24017,Kristin Wilson,F,10th,Pena High School,77,87
24087,Jennifer Wallace,F,9th,Pena High School,77,87
24438,Mark Howard,M,10th,Wright High School,77,87
24627,Jonathan Clay,M,12th,Wright High School,77,87
25361,Erica Rodriguez,F,11th,Wright High School,77,87
25651,Jesse Harper,M,11th,Wright High School,77,87
31472,Ryan Lamb DVM,M,9th,Johnson High School,77,87
33355,Heather Moore,F,10th,Johnson High School,77,87
34021,Justin Garcia,M,10th,Johnson High School,77,87
35150,Heather Leonard,F,12th,Ford High School,77,87
36641,Michael Mason,M,10th,Ford High School,77,87
38886,Steven Johnson,M,10th,Thomas High School,77,87
39144,Cristian Webster,M,12th,Thomas High School,77,87
3971,Mr. Justin Maxwell,M,10th,Figueroa High School,76,87
4431,Craig Smith,M,10th,Figueroa High School,76,87
5018,Kelly Cooper,F,9th,Figueroa High School,76,87
5661,Megan Murphy,F,12th,Figueroa High School,76,87
7329,Nancy Vasquez,F,9th,Shelton High School,76,87
11011,Angel Howard,M,12th,Hernandez High School,76,87
11092,Rebecca Potts,F,10th,Hernandez High School,76,87
12368,Alex Welch,M,12th,Griffin High School,76,87
15379,Richard Wong,M,12th,Wilson High School,76,87
15416,Jason Anderson,M,9th,Wilson High School,76,87
16374,Jamie Ware,F,12th,Cabrera High School,76,87
16436,Patricia Brooks,F,10th,Cabrera High School,76,87
17521,Amanda Bell,F,9th,Cabrera High School,76,87
19216,Tyler Harper,M,9th,Bailey High School,76,87
19512,Wendy Vincent,F,11th,Bailey High School,76,87
19745,Mary Williams,F,9th,Bailey High School,76,87
21102,Rebekah Hall,F,11th,Bailey High School,76,87
23080,Anthony Miller,M,9th,Holden High School,76,87
25803,Jamie Stevens,F,12th,Wright High School,76,87
38155,Krystal Reid,F,11th,Thomas High School,76,87
6948,David Lee,M,12th,Shelton High School,75,87
7645,Sarah Knapp,F,12th,Hernandez High School,75,87
8148,Randy Holt,M,11th,Hernandez High School,75,87
13663,Paul Robertson,M,10th,Griffin High School,75,87
15302,Danielle Ryan,F,10th,Wilson High School,75,87
16871,Sarah Clark,F,12th,Cabrera High School,75,87
17111,Jennifer Dean,F,11th,Cabrera High School,75,87
17821,Katherine Olson,F,12th,Cabrera High School,75,87
18521,Kevin Smith,M,11th,Bailey High School,75,87
21409,Mrs. Amanda Rose,F,9th,Bailey High School,75,87
21482,Michael Cordova,M,12th,Bailey High School,75,87
21886,Terrence Welch,M,11th,Bailey High School,75,87
22040,Raymond Nguyen,M,11th,Bailey High School,75,87
23098,Jacqueline Stark,F,9th,Holden High School,75,87
23836,Thomas Spence,M,9th,Pena High School,75,87
24837,Pamela Phillips,F,11th,Wright High School,75,87
24991,Timothy Taylor,M,10th,Wright High School,75,87
27285,Kelli Hernandez,F,12th,Rodriguez High School,75,87
28137,Ashley Watson,F,11th,Rodriguez High School,75,87
28276,Elizabeth Sutton,F,9th,Rodriguez High School,75,87
28887,Brady Smith,M,9th,Rodriguez High School,75,87
29099,Matthew Robles,M,11th,Rodriguez High School,75,87
29586,Cynthia Mendoza,F,9th,Rodriguez High School,75,87
29648,Julia Johnson,F,11th,Rodriguez High School,75,87
31268,Terry Harrison,F,9th,Johnson High School,75,87
32079,Jessica Luna,F,11th,Johnson High School,75,87
33433,Emily Anderson,F,10th,Johnson High School,75,87
36065,Shawn Taylor,M,12th,Ford High School,75,87
36176,Jimmy Zuniga,M,11th,Ford High School,75,87
38317,Renee Moore,F,10th,Thomas High School,75,87
38955,Shannon Carson,F,11th,Thomas High School,75,87
2148,Sarah Cummings,F,12th,Huang High School,74,87
2748,Angela Jimenez,F,9th,Huang High School,74,87
3668,Alicia Lopez,F,10th,Figueroa High School,74,87
4866,April Hamilton,F,12th,Figueroa High School,74,87
6562,Keith Anderson,M,11th,Shelton High School,74,87
11730,Ashley Arias,F,10th,Hernandez High School,74,87
12498,Jennifer Elliott,F,9th,Griffin High School,74,87
12886,Susan Brown,F,10th,Griffin High School,74,87
12918,Christopher Patterson,M,9th,Griffin High School,74,87
13303,Michelle Garcia,F,12th,Griffin High School,74,87
14107,Stephen Cortez,M,10th,Wilson High School,74,87
15478,Nathan York,M,12th,Wilson High School,74,87
16099,Richard Lloyd,M,9th,Cabrera High School,74,87
16398,Jennifer Keller,F,12th,Cabrera High School,74,87
21812,Summer Hunt,F,9th,Bailey High School,74,87
22270,Ronnie Bryan,M,10th,Bailey High School,74,87
22477,David Bell,M,10th,Bailey High School,74,87
23758,Carl Harrison,M,11th,Pena High School,74,87
29249,Kenneth Mills,M,11th,Rodriguez High School,74,87
31735,Elizabeth Horton,F,10th,Johnson High School,74,87
33871,Taylor Rojas,F,11th,Johnson High School,74,87
34186,Ivan Garcia,M,9th,Johnson High School,74,87
552,Tyrone Lawson,M,10th,Huang High School,73,87
1084,Jacqueline Lee,F,9th,Huang High School,73,87
2031,Joyce Henderson,F,10th,Huang High School,73,87
2279,Lisa Foster,F,12th,Huang High School,73,87
3107,Michael Austin,M,10th,Figueroa High School,73,87
4266,Sarah Harris,F,11th,Figueroa High School,73,87
5385,James Warner,M,10th,Figueroa High School,73,87
7344,Pamela Cox DDS,F,11th,Shelton High School,73,87
8149,Sean Daniels,M,12th,Hernandez High School,73,87
9321,Steven Perez,M,10th,Hernandez High School,73,87
11294,Alvin Evans,M,10th,Hernandez High School,73,87
12848,Jody Ruiz,F,9th,Griffin High School,73,87
16046,Todd Wade,M,9th,Cabrera High School,73,87
17129,David Davis,M,12th,Cabrera High School,73,87
20600,Christopher Robinson,M,12th,Bailey High School,73,87
21244,Dustin Chandler,M,11th,Bailey High School,73,87
22686,Laurie Oliver,F,10th,Bailey High School,73,87
23369,Jonathan Mcguire,M,9th,Pena High School,73,87
23550,Mark Livingston Jr.,M,10th,Pena High School,73,87
24911,Ronald Ball,M,12th,Wright High School,73,87
24928,Aaron Perez,M,10th,Wright High School,73,87
25024,Todd Graham,M,9th,Wright High School,73,87
27630,David Li MD,M,11th,Rodriguez High School,73,87
28424,Joseph Garcia,M,11th,Rodriguez High School,73,87
29060,Steven Garcia,M,11th,Rodriguez High School,73,87
30368,Albert Torres,M,10th,Johnson High School,73,87
31171,John Cole,M,12th,Johnson High School,73,87
35648,Andrew Williamson,M,10th,Ford High School,73,87
35746,Katherine Lester,F,11th,Ford High School,73,87
36862,Katherine Stewart,F,11th,Ford High School,73,87
37894,Kerri Davis,F,12th,Thomas High School,73,87
523,Kyle Cobb,M,11th,Huang High School,72,87
575,Carol Smith,F,10th,Huang High School,72,87
3456,Jeffrey Turner,M,9th,Figueroa High School,72,87
4022,Brian Hansen,M,12th,Figueroa High School,72,87
6249,Krystal Davis,F,9th,Shelton High School,72,87
6283,Erik Carney,M,11th,Shelton High School,72,87
7535,Tommy Jackson,M,9th,Shelton High School,72,87
7592,Sean Long,M,12th,Shelton High School,72,87
7731,Michael Mathews,M,9th,Hernandez High School,72,87
8728,Jose Clark,M,9th,Hernandez High School,72,87
9002,Daniel Owens,M,9th,Hernandez High School,72,87
9313,Joseph Hughes,M,11th,Hernandez High School,72,87
10158,Steven Macdonald,M,10th,Hernandez High School,72,87
10641,Jennifer Robinson,F,11th,Hernandez High School,72,87
11501,Shane Henry,M,9th,Hernandez High School,72,87
12367,Andrew Martin,M,11th,Griffin High School,72,87
12496,Scott Zavala,M,10th,Griffin High School,72,87
12890,Tammy Pearson,F,11th,Griffin High School,72,87
13731,Russell Ramirez,M,10th,Wilson High School,72,87
14401,Danielle Haynes,F,11th,Wilson High School,72,87
15556,Brad Curtis,M,11th,Wilson High School,72,87
16279,Jessica Jackson,F,11th,Cabrera High School,72,87
16889,Robert Fuller,M,9th,Cabrera High School,72,87
19571,Michael Adams,M,9th,Bailey High School,72,87
19679,Dr. Frank Anderson,M,9th,Bailey High School,72,87
23401,David Yoder,M,10th,Pena High School,72,87
24642,Laura Moreno,F,12th,Wright High School,72,87
25723,Deborah Russell,F,10th,Wright High School,72,87
26173,Michael Delgado,M,9th,Rodriguez High School,72,87
36755,William Wright II,M,9th,Ford High School,72,87
38266,David Turner,M,10th,Thomas High School,72,87
7090,Craig Kim,M,10th,Shelton High School,71,87
8627,Debbie Schmitt,F,9th,Hernandez High School,71,87
8699,John Nguyen,M,11th,Hernandez High School,71,87
10310,Sara Cooper DVM,F,10th,Hernandez High School,71,87
10386,Thomas Sanders,M,11th,Hernandez High School,71,87
11534,Ana Ramirez,F,11th,Hernandez High School,71,87
12166,Thomas Obrien,M,11th,Hernandez High School,71,87
13607,Phillip Love,M,9th,Griffin High School,71,87
14603,Theresa Moran,F,11th,Wilson High School,71,87
17299,Cameron Munoz,M,9th,Cabrera High School,71,87
18048,Austin Johnston,M,9th,Bailey High School,71,87
23146,Mr. Jason Davis,M,12th,Holden High School,71,87
24803,Amanda Patel,F,11th,Wright High School,71,87
26668,Megan Miller,F,9th,Rodriguez High School,71,87
32000,William Joseph,M,10th,Johnson High School,71,87
33067,Rebecca Dyer,F,9th,Johnson High School,71,87
36285,Robin Sanchez,F,11th,Ford High School,71,87
37325,Ian Johnston,M,11th,Ford High School,71,87
165,Ryan Perez,M,11th,Huang High School,70,87
2597,Justin Cabrera,M,12th,Huang High School,70,87
3269,Carrie Meyer,F,12th,Figueroa High School,70,87
3958,Kristi Wilson,F,11th,Figueroa High School,70,87
7161,Ashley Wolf,F,9th,Shelton High School,70,87
10766,Brett Holt,M,11th,Hernandez High School,70,87
11241,Sharon Harris,F,10th,Hernandez High School,70,87
11480,Paul Jones,M,10th,Hernandez High School,70,87
12023,Brittany Rowe,F,12th,Hernandez High School,70,87
12199,Michelle Jones,F,9th,Hernandez High School,70,87
13347,Erica Haynes,F,9th,Griffin High School,70,87
13891,Angela Davis,F,9th,Wilson High School,70,87
14073,Ariel Burke,F,11th,Wilson High School,70,87
17945,Trevor Riggs,M,12th,Bailey High School,70,87
21081,Michael Nelson,M,11th,Bailey High School,70,87
22707,Jason Richards,M,11th,Bailey High School,70,87
23955,Mary Anderson,F,11th,Pena High School,70,87
26656,Jerome Harding,M,11th,Rodriguez High School,70,87
28189,Leah Wilcox,F,11th,Rodriguez High School,70,87
31114,Crystal Cox,F,9th,Johnson High School,70,87
31470,Lisa Gordon,F,11th,Johnson High School,70,87
32164,Christina Casey,F,11th,Johnson High School,70,87
38711,David Gray,M,9th,Thomas High School,70,87
38770,Samuel Campbell,M,10th,Thomas High School,70,87
3079,Angel Davis,F,9th,Figueroa High School,69,87
5345,John Hudson,M,12th,Figueroa High School,69,87
6933,Bruce Boyer,M,9th,Shelton High School,69,87
7469,Ruth Martinez MD,F,10th,Shelton High School,69,87
10828,Jerry Wallace,M,9th,Hernandez High School,69,87
14527,Garrett Parker,M,10th,Wilson High School,69,87
14898,Emily Henderson,F,9th,Wilson High School,69,87
16442,Rodney Cannon,M,10th,Cabrera High School,69,87
17842,Jordan Goodman,M,10th,Cabrera High School,69,87
20254,Erika Burch,F,9th,Bailey High School,69,87
20551,Michael Conley,M,10th,Bailey High School,69,87
21692,Melissa Parks,F,9th,Bailey High School,69,87
23015,Sandra Compton,F,11th,Holden High School,69,87
24558,Christine Rios,F,10th,Wright High School,69,87
25650,Sierra Holmes,F,10th,Wright High School,69,87
29141,Kevin Zavala,M,9th,Rodriguez High School,69,87
30147,Martin Newman,M,12th,Johnson High School,69,87
32796,Matthew Wilson,M,11th,Johnson High School,69,87
33611,Melanie Harding,F,12th,Johnson High School,69,87
34155,Barbara Jones,F,10th,Johnson High School,69,87
37515,Maria Andrade,F,12th,Ford High School,69,87
38083,Wendy Douglas,F,10th,Thomas High School,69,87
316,Andrew Gaines,M,12th,Huang High School,68,87
3197,Eric Johnson,M,10th,Figueroa High School,68,87
3421,Jeremy Saunders,M,10th,Figueroa High School,68,87
3976,Jason Lee,M,11th,Figueroa High School,68,87
8790,Cynthia Allison,F,12th,Hernandez High School,68,87
10042,Bill Perez,M,11th,Hernandez High School,68,87
20149,Elizabeth Sanders,F,12th,Bailey High School,68,87
28516,Rebecca Velazquez,F,9th,Rodriguez High School,68,87
30265,Cindy Davis,F,9th,Johnson High School,68,87
30885,Christine Ramirez,F,10th,Johnson High School,68,87
32091,Dr. Kathy Bailey,F,12th,Johnson High School,68,87
33978,Charles Bell,M,9th,Johnson High School,68,87
35019,Randy Jordan,M,11th,Ford High School,68,87
35289,Michele Houston,F,11th,Ford High School,68,87
294,Meagan Smith,F,11th,Huang High School,67,87
823,Peter Simpson,M,11th,Huang High School,67,87
1741,Ryan Lane,M,9th,Huang High School,67,87
3186,Daniel Hughes,M,9th,Figueroa High School,67,87
3715,Caroline Johnson,F,10th,Figueroa High School,67,87
11370,Joseph Lawrence,M,10th,Hernandez High School,67,87
18872,Miss Christina Burns,F,11th,Bailey High School,67,87
20109,Daniel Sanders,M,9th,Bailey High School,67,87
27609,Denise Cardenas,F,10th,Rodriguez High School,67,87
28843,Jennifer Smith,F,10th,Rodriguez High School,67,87
29838,Jamie Bray,F,11th,Rodriguez High School,67,87
34772,Jason Martinez,M,9th,Johnson High School,67,87
35809,Danny Freeman,M,12th,Ford High School,67,87
1711,Ariana Garcia,F,9th,Huang High School,66,87
1784,Justin Smith,M,12th,Huang High School,66,87
8350,Dustin Brown,M,11th,Hernandez High School,66,87
11263,Deborah Holland,F,10th,Hernandez High School,66,87
11847,Alexis Taylor,F,9th,Hernandez High School,66,87
20711,Victoria Hayes,F,11th,Bailey High School,66,87
21745,Benjamin Valdez,M,10th,Bailey High School,66,87
26530,Erin Duffy,F,9th,Rodriguez High School,66,87
26751,Luke Foster,M,9th,Rodriguez High School,66,87
27482,Marcus Gill,M,10th,Rodriguez High School,66,87
28411,Karen Acosta,F,9th,Rodriguez High School,66,87
31805,Andrew Morales,M,10th,Johnson High School,66,87
31881,Natalie Martinez,F,12th,Johnson High School,66,87
33665,Scott Anderson,M,10th,Johnson High School,66,87
2104,Jeremy Fisher,M,11th,Huang High School,65,87
2694,Sarah Jones,F,9th,Huang High School,65,87
3390,Christopher Roy,M,9th,Figueroa High School,65,87
4153,Teresa Johnson,F,12th,Figueroa High School,65,87
4501,Micheal Mcbride,M,10th,Figueroa High School,65,87
4740,Mr. Jay Navarro,M,9th,Figueroa High School,65,87
8082,Amanda Price,F,9th,Hernandez High School,65,87
10944,David Jones,M,10th,Hernandez High School,65,87
26118,Michele Aguirre,F,11th,Rodriguez High School,65,87
29388,Louis Freeman,M,10th,Rodriguez High School,65,87
30363,Robert Sloan,M,9th,Johnson High School,65,87
31089,Russell Holland,M,12th,Johnson High School,65,87
33279,Regina Johnson,F,9th,Johnson High School,65,87
34109,Alejandra Russell,F,11th,Johnson High School,65,87
212,Zachary Allen,M,10th,Huang High School,64,87
1081,Mr. James Allen,M,11th,Huang High School,64,87
2367,Michael Casey,M,11th,Huang High School,64,87
3225,Laura Williams,F,12th,Figueroa High School,64,87
3460,Brandi Velazquez,F,10th,Figueroa High School,64,87
9533,Michelle Frazier,F,12th,Hernandez High School,64,87
10707,Cynthia Pearson,F,9th,Hernandez High School,64,87
11153,Stephanie Allen,F,11th,Hernandez High School,64,87
20558,Terry Davis,M,12th,Bailey High School,64,87
22172,Lindsay Armstrong,F,11th,Bailey High School,64,87
27153,Kimberly Delgado,F,11th,Rodriguez High School,64,87
28752,Garrett Tucker,M,10th,Rodriguez High School,64,87
29370,Alyssa Brown,F,12th,Rodriguez High School,64,87
30522,Mark Thompson,M,10th,Johnson High School,64,87
32368,John Conway,M,11th,Johnson High School,64,87
36573,Amanda Johnson,F,9th,Ford High School,64,87
36773,Dr. Mason Graves,M,12th,Ford High School,64,87
2645,Mrs. Maria Smith DDS,F,10th,Huang High School,63,87
2722,Deborah Taylor,F,10th,Huang High School,63,87
4798,Kyle Smith,M,9th,Figueroa High School,63,87
8142,Carl Johnson,M,10th,Hernandez High School,63,87
8722,Ashley Smith,F,9th,Hernandez High School,63,87
12168,Dr. Alexandra Mays,F,10th,Hernandez High School,63,87
18052,Guy Thomas,M,9th,Bailey High School,63,87
19064,Robert Weber,M,9th,Bailey High School,63,87
19829,Madeline Clark,F,11th,Bailey High School,63,87
21530,Ryan Gonzalez,M,10th,Bailey High School,63,87
21674,Molly Mason,F,9th,Bailey High School,63,87
28842,Jamie Villegas,F,11th,Rodriguez High School,63,87
30124,Cynthia Clark,F,9th,Johnson High School,63,87
30456,Luis May,M,12th,Johnson High School,63,87
30489,Ivan Soto,M,11th,Johnson High School,63,87
31256,Michele Clark,F,10th,Johnson High School,63,87
32590,Karen Butler,F,9th,Johnson High School,63,87
33647,Melanie Andrade,F,11th,Johnson High School,63,87
34730,Stephanie Atkinson,F,11th,Johnson High School,63,87
36568,Lisa Perez,F,9th,Ford High School,63,87
90,Ronald Garcia,M,9th,Huang High School,99,86
5897,Shannon Larsen,F,10th,Shelton High School,99,86
6248,Erin Ryan,F,12th,Shelton High School,99,86
7194,Danielle Smith MD,F,10th,Shelton High School,99,86
10416,Catherine Gonzalez,F,9th,Hernandez High School,99,86
11986,Amanda Burke,F,12th,Hernandez High School,99,86
12919,Geoffrey Stewart,M,9th,Griffin High School,99,86
13907,Jonathan Fletcher,M,11th,Wilson High School,99,86
15174,Nicole Hanson,F,10th,Wilson High School,99,86
17595,Diane Fuentes,F,11th,Cabrera High School,99,86
23592,Mr. Michael Martin DVM,M,11th,Pena High School,99,86
23837,Jasmine Lynn,F,10th,Pena High School,99,86
24190,Gregory Estes,M,9th,Pena High School,99,86
24748,Dr. Erica Stevenson,F,11th,Wright High School,99,86
27024,Daniel Bowman,M,9th,Rodriguez High School,99,86
27877,Kristopher Perez,M,11th,Rodriguez High School,99,86
28531,Rachel White,F,9th,Rodriguez High School,99,86
28731,Erin Sherman,F,10th,Rodriguez High School,99,86
35216,Jennifer Noble,F,12th,Ford High School,99,86
942,Michelle Delgado,F,11th,Huang High School,98,86
6366,Tammy Butler,F,9th,Shelton High School,98,86
7560,Cory Greene,M,10th,Shelton High School,98,86
8380,Monica Gonzales,F,10th,Hernandez High School,98,86
8516,James Flores,M,10th,Hernandez High School,98,86
10013,Mariah Smith,F,12th,Hernandez High School,98,86
11732,Tammy Williams,F,10th,Hernandez High School,98,86
12930,Christina Thomas,F,12th,Griffin High School,98,86
13335,Marcus Ruiz,M,10th,Griffin High School,98,86
13721,Kayla Lopez,F,11th,Griffin High School,98,86
13859,Jack Ruiz,M,10th,Wilson High School,98,86
14219,Corey Oneill,M,10th,Wilson High School,98,86
16298,Diana Diaz,F,11th,Cabrera High School,98,86
16834,Stephen Pham,M,10th,Cabrera High School,98,86
17759,Courtney Brown,F,11th,Cabrera High School,98,86
19348,Bradley Martin,M,11th,Bailey High School,98,86
20474,Kristen Williamson,F,9th,Bailey High School,98,86
21320,Cathy Alexander,F,12th,Bailey High School,98,86
22237,Patricia Lucas,F,11th,Bailey High School,98,86
23991,Steven Reese,M,12th,Pena High School,98,86
24460,Natalie Oneal,F,11th,Wright High School,98,86
25310,Matthew Nielsen,M,10th,Wright High School,98,86
25757,Kim Rodriguez,F,9th,Wright High School,98,86
29937,Janet Davis,F,12th,Rodriguez High School,98,86
30648,Jay James,M,11th,Johnson High School,98,86
31642,Jesse Colon,M,12th,Johnson High School,98,86
32103,Grace Shelton,F,12th,Johnson High School,98,86
36882,Jennifer Keith,F,11th,Ford High School,98,86
37439,Christine Molina,F,9th,Ford High School,98,86
38919,Kevin Rowe,M,9th,Thomas High School,98,86
481,Amber Cunningham,F,11th,Huang High School,97,86
4903,Jessica Willis,F,11th,Figueroa High School,97,86
7950,Joseph Waters,M,10th,Hernandez High School,97,86
8414,Barbara Jimenez,F,10th,Hernandez High School,97,86
8875,Kevin Thomas,M,10th,Hernandez High School,97,86
9162,Stacy Baker,F,9th,Hernandez High School,97,86
10071,Stephanie Campbell,F,11th,Hernandez High School,97,86
10665,Jane Cole,F,12th,Hernandez High School,97,86
10668,Leonard Diaz,M,9th,Hernandez High School,97,86
14110,Sherry Johnson,F,9th,Wilson High School,97,86
14519,Suzanne Ford,F,11th,Wilson High School,97,86
15131,Elizabeth Martin,F,12th,Wilson High School,97,86
16228,Lisa Morris,F,9th,Cabrera High School,97,86
18034,Russell Gonzalez,M,11th,Bailey High School,97,86
20265,Jeremy Watts,M,9th,Bailey High School,97,86
22857,Darren Gross,M,11th,Holden High School,97,86
23668,Patrick Walker,M,9th,Pena High School,97,86
26512,Sean Craig,M,9th,Rodriguez High School,97,86
31777,Robert Hess,M,9th,Johnson High School,97,86
33765,Hannah Flynn,F,11th,Johnson High School,97,86
34679,Nicole Alvarez,F,11th,Johnson High School,97,86
38070,Kristie Duffy,F,11th,Thomas High School,97,86
550,John Schaefer,M,12th,Huang High School,96,86
1028,Nicole Shepherd,F,11th,Huang High School,96,86
2856,Laura Yang,F,9th,Huang High School,96,86
3457,Marissa Ramirez,F,10th,Figueroa High School,96,86
3962,Trevor Hall,M,12th,Figueroa High School,96,86
5380,Eric Giles,M,9th,Figueroa High School,96,86
8513,Tammy Hart,F,9th,Hernandez High School,96,86
8811,Russell Parker,M,11th,Hernandez High School,96,86
12228,Joanna Park,F,10th,Hernandez High School,96,86
13493,John Brown,M,12th,Griffin High School,96,86
15189,Kayla Oneill,F,9th,Wilson High School,96,86
15482,Lori Martin,F,9th,Wilson High School,96,86
